Time,Demand,Temperature,Holiday,Hour_of_day,Demand_raw
2014-03-07 16:00:00,low,17.3,0.0,16,3414.562939
2014-03-07 17:00:00,low,17.65,0.0,17,3215.777288
2014-03-07 18:00:00,low,17.6,0.0,18,3146.4393330000003
2014-03-07 19:00:00,low,17.5,0.0,19,3207.497426
2014-03-07 20:00:00,low,17.55,0.0,20,3416.8125419999997
2014-03-07 21:00:00,low,17.55,0.0,21,3740.8181050000003
2014-03-07 22:00:00,medium,18.85,0.0,22,3943.125452
2014-03-07 23:00:00,medium,20.95,0.0,23,4157.910976
2014-03-08 00:00:00,medium,22.0,0.0,0,4228.458704000001
2014-03-08 01:00:00,medium,22.15,0.0,1,4224.467485
2014-03-08 02:00:00,medium,24.75,0.0,2,4208.69948
2014-03-08 03:00:00,medium,26.200000000000003,0.0,3,4199.987079
2014-03-08 04:00:00,medium,26.950000000000003,0.0,4,4237.441017
2014-03-08 05:00:00,medium,26.9,0.0,5,4360.009244000001
2014-03-08 06:00:00,medium,27.25,0.0,6,4525.5416000000005
2014-03-08 07:00:00,medium,26.799999999999997,0.0,7,4680.820282
2014-03-08 08:00:00,medium,25.75,0.0,8,4717.299094
2014-03-08 09:00:00,medium,24.8,0.0,9,4584.907413
2014-03-08 10:00:00,medium,25.2,0.0,10,4580.169534000001
2014-03-08 11:00:00,medium,23.75,0.0,11,4374.985496
2014-03-08 12:00:00,medium,22.799999999999997,0.0,12,4084.212832
2014-03-08 13:00:00,medium,21.95,0.0,13,3957.22854
2014-03-08 14:00:00,medium,20.7,0.0,14,4289.708441000001
2014-03-08 15:00:00,medium,20.35,0.0,15,3837.799434
2014-03-08 16:00:00,low,19.549999999999997,0.0,16,3444.689124
2014-03-08 17:00:00,low,19.1,0.0,17,3218.537115
2014-03-08 18:00:00,low,18.450000000000003,0.0,18,3117.7126230000003
2014-03-08 19:00:00,low,18.15,0.0,19,3093.902224
2014-03-08 20:00:00,low,17.1,0.0,20,3213.727762
2014-03-08 21:00:00,low,17.1,0.0,21,3368.7799569999997
2014-03-08 22:00:00,low,18.450000000000003,0.0,22,3521.010816
2014-03-08 23:00:00,low,22.4,0.0,23,3781.315402
2014-03-09 00:00:00,medium,25.0,0.0,0,3984.342767
2014-03-09 01:00:00,medium,26.549999999999997,0.0,1,4092.597975
2014-03-09 02:00:00,medium,28.450000000000003,0.0,2,4254.197581
2014-03-09 03:00:00,medium,29.549999999999997,0.0,3,4392.138763999999
2014-03-09 04:00:00,medium,30.65,0.0,4,4572.471294999999
2014-03-09 05:00:00,medium,31.45,0.0,5,4817.680616
2014-03-09 06:00:00,medium,31.95,0.0,6,5105.667600000001
2014-03-09 07:00:00,high,32.6,0.0,7,5328.996220999999
2014-03-09 08:00:00,high,32.35,0.0,8,5408.429319
2014-03-09 09:00:00,medium,31.25,0.0,9,5202.297844
2014-03-09 10:00:00,medium,30.25,0.0,10,5059.690455
2014-03-09 11:00:00,medium,28.45,0.0,11,4752.873949000001
2014-03-09 12:00:00,medium,26.95,0.0,12,4345.069592
2014-03-09 13:00:00,medium,25.2,0.0,13,4104.717107
2014-03-09 14:00:00,medium,24.2,1.0,14,4371.53892
2014-03-09 15:00:00,medium,23.45,1.0,15,3868.636869
2014-03-09 16:00:00,low,23.1,1.0,16,3486.893712
2014-03-09 17:00:00,low,22.5,1.0,17,3281.794568
2014-03-09 18:00:00,low,22.299999999999997,1.0,18,3193.979852
2014-03-09 19:00:00,low,22.5,1.0,19,3256.356346
2014-03-09 20:00:00,low,22.5,1.0,20,3484.55872
2014-03-09 21:00:00,low,22.9,1.0,21,3696.0618
2014-03-09 22:00:00,medium,23.75,1.0,22,3913.743308
2014-03-09 23:00:00,medium,25.65,1.0,23,4253.069222
2014-03-10 00:00:00,medium,27.65,1.0,0,4572.035658000001
2014-03-10 01:00:00,medium,29.7,1.0,1,4884.61873
2014-03-10 02:00:00,medium,32.0,1.0,2,5152.951914
2014-03-10 03:00:00,high,30.6,1.0,3,5329.674231999999
2014-03-10 04:00:00,high,29.8,1.0,4,5438.068664
2014-03-10 05:00:00,high,28.85,1.0,5,5466.202442
2014-03-10 06:00:00,high,28.2,1.0,6,5501.664017
2014-03-10 07:00:00,high,27.75,1.0,7,5477.194144
2014-03-10 08:00:00,high,26.85,1.0,8,5302.879191
2014-03-10 09:00:00,medium,25.1,1.0,9,5065.395442999999
2014-03-10 10:00:00,medium,24.65,1.0,10,4972.669114
2014-03-10 11:00:00,medium,23.700000000000003,1.0,11,4686.548726
2014-03-10 12:00:00,medium,23.049999999999997,1.0,12,4253.028887
2014-03-10 13:00:00,medium,21.85,1.0,13,4039.106403
2014-03-10 14:00:00,medium,20.9,0.0,14,4380.875803
2014-03-10 15:00:00,medium,20.25,0.0,15,3951.550014
2014-03-10 16:00:00,low,19.95,0.0,16,3605.324487
2014-03-10 17:00:00,low,19.55,0.0,17,3410.533139
2014-03-10 18:00:00,low,19.65,0.0,18,3369.896499
2014-03-10 19:00:00,low,19.7,0.0,19,3607.742003
2014-03-10 20:00:00,medium,19.6,0.0,20,4306.662384
2014-03-10 21:00:00,medium,20.1,0.0,21,5082.180516
2014-03-10 22:00:00,high,22.1,0.0,22,5300.492964
2014-03-10 23:00:00,high,23.25,0.0,23,5525.535231
2014-03-11 00:00:00,high,24.5,0.0,0,5656.063758
2014-03-11 01:00:00,high,26.9,0.0,1,5801.36687
2014-03-11 02:00:00,high,26.5,0.0,2,5879.943856
2014-03-11 03:00:00,high,27.7,0.0,3,5990.425434
2014-03-11 04:00:00,high,29.0,0.0,4,6054.402765
2014-03-11 05:00:00,high,29.55,0.0,5,6076.592428
2014-03-11 06:00:00,high,30.8,0.0,6,6211.074943
2014-03-11 07:00:00,high,29.05,0.0,7,6045.808516
2014-03-11 08:00:00,high,24.15,0.0,8,5648.296401
2014-03-11 09:00:00,high,23.0,0.0,9,5409.532742
2014-03-11 10:00:00,medium,21.2,0.0,10,5255.519052
2014-03-11 11:00:00,medium,21.549999999999997,0.0,11,4912.654398000001
2014-03-11 12:00:00,medium,21.45,0.0,12,4459.727373
2014-03-11 13:00:00,medium,21.6,0.0,13,4223.939156
2014-03-11 14:00:00,medium,20.0,0.0,14,4505.64818
2014-03-11 15:00:00,medium,19.2,0.0,15,4017.316197
2014-03-11 16:00:00,low,18.700000000000003,0.0,16,3662.208666
2014-03-11 17:00:00,low,18.35,0.0,17,3449.652236
2014-03-11 18:00:00,low,17.9,0.0,18,3431.618085
2014-03-11 19:00:00,low,17.3,0.0,19,3690.9338669999997
2014-03-11 20:00:00,medium,17.0,0.0,20,4336.391745
2014-03-11 21:00:00,medium,16.9,0.0,21,5083.366949
2014-03-11 22:00:00,medium,17.15,0.0,22,5092.294372
2014-03-11 23:00:00,medium,17.299999999999997,0.0,23,5102.525759
2014-03-12 00:00:00,medium,17.450000000000003,0.0,0,5106.594947
2014-03-12 01:00:00,medium,18.1,0.0,1,5086.015251999999
2014-03-12 02:00:00,medium,20.0,0.0,2,5086.625828
2014-03-12 03:00:00,medium,20.0,0.0,3,5108.538522000001
2014-03-12 04:00:00,medium,21.5,0.0,4,5136.153387
2014-03-12 05:00:00,medium,20.8,0.0,5,5078.38005
2014-03-12 06:00:00,medium,21.3,0.0,6,5112.7304189999995
2014-03-12 07:00:00,medium,20.8,0.0,7,5107.4248019999995
2014-03-12 08:00:00,medium,20.299999999999997,0.0,8,4933.206452
2014-03-12 09:00:00,medium,18.5,0.0,9,4798.833085
2014-03-12 10:00:00,medium,18.0,0.0,10,4829.690604
2014-03-12 11:00:00,medium,17.45,0.0,11,4539.81513
2014-03-12 12:00:00,medium,17.2,0.0,12,4126.244079
2014-03-12 13:00:00,medium,16.9,0.0,13,3959.379559
2014-03-12 14:00:00,medium,16.25,0.0,14,4312.349967
2014-03-12 15:00:00,medium,15.6,0.0,15,3901.036879
2014-03-12 16:00:00,low,15.3,0.0,16,3553.724222
2014-03-12 17:00:00,low,14.899999999999999,0.0,17,3373.749058
2014-03-12 18:00:00,low,14.75,0.0,18,3359.34771
2014-03-12 19:00:00,low,14.8,0.0,19,3611.643656
2014-03-12 20:00:00,medium,14.7,0.0,20,4262.226831
2014-03-12 21:00:00,medium,14.4,0.0,21,5006.811622
2014-03-12 22:00:00,medium,14.5,0.0,22,4963.400151
2014-03-12 23:00:00,medium,15.950000000000001,0.0,23,4943.154718
2014-03-13 00:00:00,medium,17.700000000000003,0.0,0,4941.774072
2014-03-13 01:00:00,medium,19.6,0.0,1,4966.600748
2014-03-13 02:00:00,medium,20.45,0.0,2,4983.375094999999
2014-03-13 03:00:00,medium,21.049999999999997,0.0,3,5027.680977
2014-03-13 04:00:00,medium,21.450000000000003,0.0,4,5110.520208
2014-03-13 05:00:00,medium,22.2,0.0,5,5138.221801
2014-03-13 06:00:00,medium,22.200000000000003,0.0,6,5230.6462329999995
2014-03-13 07:00:00,medium,21.6,0.0,7,5224.011268
2014-03-13 08:00:00,medium,20.95,0.0,8,5038.4695090000005
2014-03-13 09:00:00,medium,20.4,0.0,9,4909.146538
2014-03-13 10:00:00,medium,19.200000000000003,0.0,10,4939.997001
2014-03-13 11:00:00,medium,18.15,0.0,11,4620.313951
2014-03-13 12:00:00,medium,17.700000000000003,0.0,12,4182.960599
2014-03-13 13:00:00,medium,17.3,0.0,13,3985.1086139999998
2014-03-13 14:00:00,medium,16.4,0.0,14,4287.39248
2014-03-13 15:00:00,medium,16.25,0.0,15,3908.915799
2014-03-13 16:00:00,low,16.0,0.0,16,3583.162062
2014-03-13 17:00:00,low,16.1,0.0,17,3402.147214
2014-03-13 18:00:00,low,15.8,0.0,18,3392.132632
2014-03-13 19:00:00,low,15.399999999999999,0.0,19,3633.752364
2014-03-13 20:00:00,medium,15.149999999999999,0.0,20,4230.971178
2014-03-13 21:00:00,medium,15.3,0.0,21,4927.843133
2014-03-13 22:00:00,medium,15.65,0.0,22,4961.78399
2014-03-13 23:00:00,medium,17.7,0.0,23,5007.968650999999
2014-03-14 00:00:00,medium,19.05,0.0,0,5017.162623
2014-03-14 01:00:00,medium,21.3,0.0,1,5065.9560010000005
2014-03-14 02:00:00,medium,22.65,0.0,2,5144.6637439999995
2014-03-14 03:00:00,medium,23.35,0.0,3,5194.698438
2014-03-14 04:00:00,medium,24.75,0.0,4,5273.008315
2014-03-14 05:00:00,high,25.35,0.0,5,5344.72457
2014-03-14 06:00:00,high,25.15,0.0,6,5513.705561999999
2014-03-14 07:00:00,high,25.75,0.0,7,5553.254147
2014-03-14 08:00:00,high,24.6,0.0,8,5320.609287
2014-03-14 09:00:00,medium,22.55,0.0,9,5095.967511999999
2014-03-14 10:00:00,medium,22.4,0.0,10,5036.37326
2014-03-14 11:00:00,medium,22.15,0.0,11,4681.467796
2014-03-14 12:00:00,medium,21.65,0.0,12,4268.9757389999995
2014-03-14 13:00:00,medium,21.0,0.0,13,4076.460861
2014-03-14 14:00:00,medium,20.450000000000003,0.0,14,4329.7766360000005
2014-03-14 15:00:00,medium,20.35,0.0,15,3894.167342
2014-03-14 16:00:00,low,20.2,0.0,16,3501.4213419999996
2014-03-14 17:00:00,low,20.049999999999997,0.0,17,3276.452311
2014-03-14 18:00:00,low,20.7,0.0,18,3210.794755
2014-03-14 19:00:00,low,21.9,0.0,19,3290.1604859999998
2014-03-14 20:00:00,low,22.35,0.0,20,3541.56173
2014-03-14 21:00:00,medium,21.9,0.0,21,3852.481183
2014-03-14 22:00:00,medium,21.35,0.0,22,4009.22838
2014-03-14 23:00:00,medium,22.8,0.0,23,4265.0096
2014-03-15 00:00:00,medium,24.1,0.0,0,4342.867644
2014-03-15 01:00:00,medium,25.450000000000003,0.0,1,4411.836737
2014-03-15 02:00:00,medium,25.0,0.0,2,4347.294529
2014-03-15 03:00:00,medium,25.7,0.0,3,4243.846218000001
2014-03-15 04:00:00,medium,27.5,0.0,4,4160.152103
2014-03-15 05:00:00,medium,28.8,0.0,5,4303.445608
2014-03-15 06:00:00,medium,27.0,0.0,6,4414.282666
2014-03-15 07:00:00,medium,25.65,0.0,7,4505.27106
2014-03-15 08:00:00,medium,21.75,0.0,8,4460.496974
2014-03-15 09:00:00,medium,19.1,0.0,9,4364.014602
2014-03-15 10:00:00,medium,18.299999999999997,0.0,10,4269.365779
2014-03-15 11:00:00,medium,17.85,0.0,11,4039.566084
2014-03-15 12:00:00,low,17.2,0.0,12,3724.7096970000002
2014-03-15 13:00:00,low,17.0,0.0,13,3605.055421
2014-03-15 14:00:00,medium,14.9,0.0,14,3955.4949530000004
2014-03-15 15:00:00,low,14.8,0.0,15,3559.807299
2014-03-15 16:00:00,low,14.5,0.0,16,3171.3687959999997
2014-03-15 17:00:00,low,14.1,0.0,17,2944.245951
2014-03-15 18:00:00,low,13.8,0.0,18,2864.289569
2014-03-15 19:00:00,low,13.8,0.0,19,2894.466259
2014-03-15 20:00:00,low,13.8,0.0,20,3049.475875
2014-03-15 21:00:00,low,13.75,0.0,21,3275.393447
2014-03-15 22:00:00,low,13.95,0.0,22,3400.449776
2014-03-15 23:00:00,low,14.600000000000001,0.0,23,3632.674743
2014-03-16 00:00:00,low,15.55,0.0,0,3655.435935
2014-03-16 01:00:00,low,17.25,0.0,1,3663.748045
2014-03-16 02:00:00,low,18.55,0.0,2,3690.8812239999997
2014-03-16 03:00:00,low,18.35,0.0,3,3678.571049
2014-03-16 04:00:00,low,18.4,0.0,4,3652.981557
2014-03-16 05:00:00,low,19.700000000000003,0.0,5,3735.623614
2014-03-16 06:00:00,medium,19.75,0.0,6,3887.7515439999997
2014-03-16 07:00:00,medium,19.6,0.0,7,4035.805844
2014-03-16 08:00:00,medium,19.5,0.0,8,4141.560165999999
2014-03-16 09:00:00,medium,17.85,0.0,9,4156.523764
2014-03-16 10:00:00,medium,17.2,0.0,10,4238.896651999999
2014-03-16 11:00:00,medium,16.549999999999997,0.0,11,4040.280212
2014-03-16 12:00:00,low,15.95,0.0,12,3697.1646680000003
2014-03-16 13:00:00,low,15.649999999999999,0.0,13,3495.1235429999997
2014-03-16 14:00:00,medium,16.0,0.0,14,3917.5577540000004
2014-03-16 15:00:00,low,16.15,0.0,15,3606.065326
2014-03-16 16:00:00,low,16.5,0.0,16,3268.139306
2014-03-16 17:00:00,low,16.75,0.0,17,3081.654891
2014-03-16 18:00:00,low,16.35,0.0,18,3062.300566
2014-03-16 19:00:00,low,16.1,0.0,19,3310.010633
2014-03-16 20:00:00,medium,16.05,0.0,20,4020.6212640000003
2014-03-16 21:00:00,medium,15.850000000000001,0.0,21,4824.561278
2014-03-16 22:00:00,medium,16.200000000000003,0.0,22,4842.642499
2014-03-16 23:00:00,medium,17.65,0.0,23,4875.113736
2014-03-17 00:00:00,medium,19.1,0.0,0,4921.696103
2014-03-17 01:00:00,medium,20.1,0.0,1,4960.459337
2014-03-17 02:00:00,medium,20.0,0.0,2,4990.8450410000005
2014-03-17 03:00:00,medium,21.6,0.0,3,5026.87515
2014-03-17 04:00:00,medium,23.3,0.0,4,5047.335627
2014-03-17 05:00:00,medium,23.85,0.0,5,5049.647335
2014-03-17 06:00:00,medium,24.25,0.0,6,5109.091592000001
2014-03-17 07:00:00,medium,24.6,0.0,7,5123.616228
2014-03-17 08:00:00,medium,21.700000000000003,0.0,8,4956.899782
2014-03-17 09:00:00,medium,20.549999999999997,0.0,9,4839.833398
2014-03-17 10:00:00,medium,19.4,0.0,10,4778.7029600000005
2014-03-17 11:00:00,medium,18.8,0.0,11,4491.462515
2014-03-17 12:00:00,medium,18.700000000000003,0.0,12,4071.696954
2014-03-17 13:00:00,medium,18.299999999999997,0.0,13,3869.3990670000003
2014-03-17 14:00:00,medium,17.799999999999997,0.0,14,4205.998183
2014-03-17 15:00:00,medium,17.7,0.0,15,3873.813157
2014-03-17 16:00:00,low,17.700000000000003,0.0,16,3541.4626449999996
2014-03-17 17:00:00,low,17.450000000000003,0.0,17,3368.845995
2014-03-17 18:00:00,low,16.55,0.0,18,3336.461032
2014-03-17 19:00:00,low,16.7,0.0,19,3530.66399
2014-03-17 20:00:00,medium,16.4,0.0,20,4151.22242
2014-03-17 21:00:00,medium,16.05,0.0,21,4925.720389
2014-03-17 22:00:00,medium,17.05,0.0,22,4919.096971
2014-03-17 23:00:00,medium,18.45,0.0,23,4987.351913
2014-03-18 00:00:00,medium,19.7,0.0,0,4991.521049999999
2014-03-18 01:00:00,medium,20.2,0.0,1,5010.282284
2014-03-18 02:00:00,medium,21.15,0.0,2,5010.139098
2014-03-18 03:00:00,medium,22.55,0.0,3,5015.649514999999
2014-03-18 04:00:00,medium,23.200000000000003,0.0,4,5038.960825
2014-03-18 05:00:00,medium,23.85,0.0,5,5056.874927
2014-03-18 06:00:00,medium,23.55,0.0,6,5135.787536
2014-03-18 07:00:00,medium,23.9,0.0,7,5140.922795
2014-03-18 08:00:00,medium,23.25,0.0,8,4942.861377
2014-03-18 09:00:00,medium,21.55,0.0,9,4828.3462309999995
2014-03-18 10:00:00,medium,19.25,0.0,10,4829.338409
2014-03-18 11:00:00,medium,18.549999999999997,0.0,11,4528.922114000001
2014-03-18 12:00:00,medium,18.15,0.0,12,4105.9694039999995
2014-03-18 13:00:00,medium,17.45,0.0,13,3914.994773
2014-03-18 14:00:00,medium,17.55,0.0,14,4214.413954
2014-03-18 15:00:00,medium,16.5,0.0,15,3862.1948979999997
2014-03-18 16:00:00,low,15.65,0.0,16,3560.353122
2014-03-18 17:00:00,low,15.649999999999999,0.0,17,3343.846308
2014-03-18 18:00:00,low,15.45,0.0,18,3315.712324
2014-03-18 19:00:00,low,14.899999999999999,0.0,19,3581.468321
2014-03-18 20:00:00,medium,14.4,0.0,20,4226.06766
2014-03-18 21:00:00,medium,13.95,0.0,21,4976.178263
2014-03-18 22:00:00,medium,14.65,0.0,22,4939.2971099999995
2014-03-18 23:00:00,medium,16.2,0.0,23,4952.624299
2014-03-19 00:00:00,medium,17.35,0.0,0,4954.8434990000005
2014-03-19 01:00:00,medium,19.1,0.0,1,4957.767818
2014-03-19 02:00:00,medium,20.200000000000003,0.0,2,4971.138223
2014-03-19 03:00:00,medium,21.2,0.0,3,4978.491137
2014-03-19 04:00:00,medium,21.15,0.0,4,4968.537731
2014-03-19 05:00:00,medium,21.5,0.0,5,4967.587719
2014-03-19 06:00:00,medium,21.450000000000003,0.0,6,5054.740814999999
2014-03-19 07:00:00,medium,21.35,0.0,7,5070.270659
2014-03-19 08:00:00,medium,20.65,0.0,8,4918.328713
2014-03-19 09:00:00,medium,19.700000000000003,0.0,9,4825.829391
2014-03-19 10:00:00,medium,18.799999999999997,0.0,10,4820.829222
2014-03-19 11:00:00,medium,17.4,0.0,11,4527.983647
2014-03-19 12:00:00,medium,16.85,0.0,12,4114.821694
2014-03-19 13:00:00,medium,16.2,0.0,13,3896.22279
2014-03-19 14:00:00,medium,15.5,0.0,14,4192.970926
2014-03-19 15:00:00,medium,14.8,0.0,15,3868.619512
2014-03-19 16:00:00,low,14.15,0.0,16,3570.3160159999998
2014-03-19 17:00:00,low,13.45,0.0,17,3367.783558
2014-03-19 18:00:00,low,13.0,0.0,18,3344.348242
2014-03-19 19:00:00,low,12.3,0.0,19,3605.826859
2014-03-19 20:00:00,medium,11.45,0.0,20,4227.943319
2014-03-19 21:00:00,medium,11.4,0.0,21,4985.238539
2014-03-19 22:00:00,medium,12.2,0.0,22,4952.222387
2014-03-19 23:00:00,medium,15.0,0.0,23,4948.390681000001
2014-03-20 00:00:00,medium,18.4,0.0,0,4963.629752999999
2014-03-20 01:00:00,medium,23.75,0.0,1,5084.739106999999
2014-03-20 02:00:00,medium,25.65,0.0,2,5187.415056
2014-03-20 03:00:00,high,27.6,0.0,3,5317.342031
2014-03-20 04:00:00,high,28.45,0.0,4,5413.789962000001
2014-03-20 05:00:00,high,29.450000000000003,0.0,5,5523.439345000001
2014-03-20 06:00:00,high,30.049999999999997,0.0,6,5671.474122
2014-03-20 07:00:00,high,30.6,0.0,7,5739.347534
2014-03-20 08:00:00,high,29.95,0.0,8,5527.305118
2014-03-20 09:00:00,high,28.55,0.0,9,5304.106984
2014-03-20 10:00:00,medium,26.4,0.0,10,5212.7627649999995
2014-03-20 11:00:00,medium,25.700000000000003,0.0,11,4802.448817
2014-03-20 12:00:00,medium,23.15,0.0,12,4327.455829
2014-03-20 13:00:00,medium,21.450000000000003,0.0,13,4107.023507
2014-03-20 14:00:00,medium,19.700000000000003,0.0,14,4361.383469
2014-03-20 15:00:00,medium,18.85,0.0,15,3986.864616
2014-03-20 16:00:00,low,18.8,0.0,16,3656.690594
2014-03-20 17:00:00,low,18.25,0.0,17,3488.748255
2014-03-20 18:00:00,low,17.8,0.0,18,3471.369861
2014-03-20 19:00:00,low,18.6,0.0,19,3684.846044
2014-03-20 20:00:00,medium,18.65,0.0,20,4312.820562
2014-03-20 21:00:00,medium,19.9,0.0,21,5033.393302
2014-03-20 22:00:00,medium,21.55,0.0,22,5091.3835770000005
2014-03-20 23:00:00,medium,22.25,0.0,23,5182.02369
2014-03-21 00:00:00,medium,22.25,0.0,0,5228.843391
2014-03-21 01:00:00,high,21.85,0.0,1,5308.001138
2014-03-21 02:00:00,high,21.6,0.0,2,5334.230552
2014-03-21 03:00:00,high,22.4,0.0,3,5332.3825990000005
2014-03-21 04:00:00,high,22.45,0.0,4,5322.4525539999995
2014-03-21 05:00:00,medium,22.049999999999997,0.0,5,5197.024982000001
2014-03-21 06:00:00,medium,22.25,0.0,6,5173.993148
2014-03-21 07:00:00,medium,20.85,0.0,7,5112.763341
2014-03-21 08:00:00,medium,18.55,0.0,8,4979.994744
2014-03-21 09:00:00,medium,17.6,0.0,9,4851.861046
2014-03-21 10:00:00,medium,17.45,0.0,10,4727.664606
2014-03-21 11:00:00,medium,16.950000000000003,0.0,11,4405.252479000001
2014-03-21 12:00:00,medium,15.950000000000001,0.0,12,4046.735155
2014-03-21 13:00:00,medium,15.15,0.0,13,3886.305323
2014-03-21 14:00:00,medium,14.600000000000001,0.0,14,4172.163173
2014-03-21 15:00:00,low,14.600000000000001,0.0,15,3791.432957
2014-03-21 16:00:00,low,14.4,0.0,16,3418.691927
2014-03-21 17:00:00,low,14.2,0.0,17,3179.618861
2014-03-21 18:00:00,low,13.55,0.0,18,3113.388634
2014-03-21 19:00:00,low,14.2,0.0,19,3171.1265249999997
2014-03-21 20:00:00,low,13.9,0.0,20,3431.014703
2014-03-21 21:00:00,medium,14.55,0.0,21,3852.1432290000002
2014-03-21 22:00:00,medium,14.45,0.0,22,4032.310578
2014-03-21 23:00:00,medium,14.15,0.0,23,4167.700481
2014-03-22 00:00:00,medium,16.35,0.0,0,4188.145420999999
2014-03-22 01:00:00,medium,17.6,0.0,1,4160.137376999999
2014-03-22 02:00:00,medium,17.3,0.0,2,4106.730729
2014-03-22 03:00:00,medium,17.9,0.0,3,4033.3940780000003
2014-03-22 04:00:00,medium,17.9,0.0,4,3997.008168
2014-03-22 05:00:00,medium,18.55,0.0,5,3961.467227
2014-03-22 06:00:00,medium,18.85,0.0,6,4032.093636
2014-03-22 07:00:00,medium,18.3,0.0,7,4186.482865
2014-03-22 08:00:00,medium,17.549999999999997,0.0,8,4255.784859
2014-03-22 09:00:00,medium,16.95,0.0,9,4299.223008000001
2014-03-22 10:00:00,medium,16.6,0.0,10,4240.242597
2014-03-22 11:00:00,medium,16.05,0.0,11,4041.287252
2014-03-22 12:00:00,low,15.7,0.0,12,3786.211166
2014-03-22 13:00:00,low,15.7,0.0,13,3674.677205
2014-03-22 14:00:00,medium,15.6,0.0,14,4004.2337479999997
2014-03-22 15:00:00,low,15.4,0.0,15,3704.02683
2014-03-22 16:00:00,low,15.4,0.0,16,3352.275345
2014-03-22 17:00:00,low,15.3,0.0,17,3107.8608059999997
2014-03-22 18:00:00,low,15.2,0.0,18,3003.7284440000003
2014-03-22 19:00:00,low,15.3,0.0,19,3020.916684
2014-03-22 20:00:00,low,14.95,0.0,20,3157.951112
2014-03-22 21:00:00,low,14.6,0.0,21,3415.1955049999997
2014-03-22 22:00:00,low,14.75,0.0,22,3560.564876
2014-03-22 23:00:00,low,14.35,0.0,23,3771.3245429999997
2014-03-23 00:00:00,medium,14.649999999999999,0.0,0,3901.0524720000003
2014-03-23 01:00:00,medium,15.05,0.0,1,3910.441557
2014-03-23 02:00:00,medium,16.15,0.0,2,3902.4020899999996
2014-03-23 03:00:00,medium,16.450000000000003,0.0,3,3831.8886970000003
2014-03-23 04:00:00,medium,18.25,0.0,4,3817.105772
2014-03-23 05:00:00,medium,18.1,0.0,5,3840.558878
2014-03-23 06:00:00,medium,17.45,0.0,6,3945.724934
2014-03-23 07:00:00,medium,17.3,0.0,7,4105.640381
2014-03-23 08:00:00,medium,16.9,0.0,8,4225.270042
2014-03-23 09:00:00,medium,16.15,0.0,9,4266.879304
2014-03-23 10:00:00,medium,15.7,0.0,10,4330.057405
2014-03-23 11:00:00,medium,15.350000000000001,0.0,11,4105.12435
2014-03-23 12:00:00,low,14.45,0.0,12,3780.018669
2014-03-23 13:00:00,low,14.399999999999999,0.0,13,3613.5834050000003
2014-03-23 14:00:00,medium,13.95,0.0,14,3967.71753
2014-03-23 15:00:00,low,13.55,0.0,15,3739.4565350000003
2014-03-23 16:00:00,low,13.899999999999999,0.0,16,3436.292214
2014-03-23 17:00:00,low,14.0,0.0,17,3214.0760309999996
2014-03-23 18:00:00,low,13.65,0.0,18,3183.43329
2014-03-23 19:00:00,low,13.5,0.0,19,3442.7235090000004
2014-03-23 20:00:00,medium,13.4,0.0,20,4113.801371
2014-03-23 21:00:00,medium,13.25,0.0,21,5014.009207
2014-03-23 22:00:00,medium,13.3,0.0,22,5015.34478
2014-03-23 23:00:00,medium,12.35,0.0,23,5018.065294
2014-03-24 00:00:00,medium,13.15,0.0,0,4965.940825
2014-03-24 01:00:00,medium,15.0,0.0,1,4973.959209000001
2014-03-24 02:00:00,medium,16.35,0.0,2,4947.361104
2014-03-24 03:00:00,medium,17.3,0.0,3,4944.2252069999995
2014-03-24 04:00:00,medium,18.1,0.0,4,4897.92259
2014-03-24 05:00:00,medium,18.2,0.0,5,4853.088682
2014-03-24 06:00:00,medium,18.5,0.0,6,4923.94978
2014-03-24 07:00:00,medium,18.15,0.0,7,4976.800148
2014-03-24 08:00:00,medium,17.9,0.0,8,4898.069511
2014-03-24 09:00:00,medium,17.4,0.0,9,4827.400899
2014-03-24 10:00:00,medium,16.75,0.0,10,4798.1528880000005
2014-03-24 11:00:00,medium,16.0,0.0,11,4509.228649000001
2014-03-24 12:00:00,medium,15.45,0.0,12,4070.4223279999997
2014-03-24 13:00:00,medium,15.1,0.0,13,3852.03634
2014-03-24 14:00:00,medium,14.5,0.0,14,4167.6107059999995
2014-03-24 15:00:00,medium,13.850000000000001,0.0,15,3892.099788
2014-03-24 16:00:00,low,13.649999999999999,0.0,16,3541.8239329999997
2014-03-24 17:00:00,low,13.75,0.0,17,3327.921992
2014-03-24 18:00:00,low,14.3,0.0,18,3291.985408
2014-03-24 19:00:00,low,14.5,0.0,19,3538.265007
2014-03-24 20:00:00,medium,14.05,0.0,20,4236.527404
2014-03-24 21:00:00,medium,13.95,0.0,21,5061.481035999999
2014-03-24 22:00:00,medium,13.9,0.0,22,5071.791629
2014-03-24 23:00:00,medium,14.4,0.0,23,5062.559172
2014-03-25 00:00:00,medium,15.2,0.0,0,4966.441758999999
2014-03-25 01:00:00,medium,16.9,0.0,1,4891.806222
2014-03-25 02:00:00,medium,19.7,0.0,2,4862.824478
2014-03-25 03:00:00,medium,21.65,0.0,3,4878.741276000001
2014-03-25 04:00:00,medium,22.799999999999997,0.0,4,4924.479343
2014-03-25 05:00:00,medium,24.049999999999997,0.0,5,4914.831545
2014-03-25 06:00:00,medium,23.049999999999997,0.0,6,5007.672052
