datetime,pm2.5,co,no,no2,pm10,nox,o3,veloc.,direc.,so2
2019-04-11 18:00:00,8.0,0.1,8.0,53.0,13.0,65.0,57.0,2.6,109.0,9.0
2019-04-11 19:00:00,8.0,0.1,2.0,59.0,45.0,62.0,49.0,0.4,106.0,6.0
2019-04-11 20:00:00,10.0,0.1,2.0,79.0,28.0,82.0,34.0,0.4,99.0,7.0
2019-04-11 21:00:00,15.0,0.1,2.0,72.0,28.0,74.0,29.0,0.3,332.0,5.0
2019-04-11 22:00:00,14.0,0.1,2.0,64.0,24.0,67.0,29.0,0.2,345.0,5.0
2019-04-11 23:00:00,5.0,0.1,2.0,24.0,8.0,27.0,80.0,0.7,323.0,4.0
2019-04-12 00:00:00,4.0,0.1,2.0,6.0,5.0,9.0,99.0,1.1,310.0,4.0
2019-04-12 01:00:00,5.0,0.1,2.0,6.0,6.0,9.0,94.0,0.6,300.0,3.0
2019-04-12 02:00:00,6.0,0.1,2.0,7.0,6.0,10.0,82.0,0.4,289.0,4.0
2019-04-12 03:00:00,6.0,0.1,2.0,6.0,6.0,9.0,82.0,0.5,304.0,4.0
2019-04-12 04:00:00,7.0,0.1,2.0,8.0,8.0,11.0,78.0,0.4,305.0,3.0
2019-04-12 05:00:00,9.0,0.1,2.0,15.0,10.0,18.0,64.0,0.3,289.0,4.0
2019-04-12 06:00:00,13.0,0.2,5.0,65.0,21.0,73.0,9.0,0.8,236.0,5.0
2019-04-12 07:00:00,15.0,0.2,12.0,69.0,29.0,88.0,11.0,0.5,262.0,6.0
2019-04-12 08:00:00,17.0,0.2,10.0,56.0,37.0,72.0,34.0,0.8,260.0,6.0
2019-04-12 09:00:00,16.0,0.1,7.0,44.0,35.0,54.0,50.0,0.9,248.0,4.0
2019-04-12 10:00:00,12.0,0.1,3.0,22.0,23.0,27.0,82.0,0.6,176.0,3.0
2019-04-12 11:00:00,9.0,0.1,2.0,13.0,18.0,16.0,94.0,1.5,156.0,4.0
2019-04-12 12:00:00,9.0,0.1,2.0,13.0,24.0,16.0,103.0,3.6,110.0,3.0
2019-04-12 13:00:00,8.0,0.1,2.0,19.0,13.0,22.0,106.0,4.2,110.0,7.0
2019-04-12 14:00:00,9.0,0.1,4.0,22.0,19.0,29.0,100.0,3.9,109.0,10.0
2019-04-12 15:00:00,7.0,0.1,2.0,19.0,20.0,23.0,97.0,2.5,108.0,7.0
2019-04-12 16:00:00,8.0,0.1,3.0,29.0,23.0,33.0,89.0,2.0,158.0,8.0
2019-04-12 17:00:00,9.0,0.1,2.0,20.0,21.0,23.0,98.0,1.3,212.0,4.0
2019-04-12 18:00:00,9.0,0.1,2.0,24.0,15.0,27.0,95.0,1.0,165.0,4.0
2019-04-12 19:00:00,10.0,0.1,2.0,35.0,15.0,38.0,83.0,0.5,130.0,4.0
2019-04-12 20:00:00,12.0,0.1,2.0,41.0,20.0,44.0,66.0,0.1,65.0,3.0
2019-04-12 21:00:00,15.0,0.1,2.0,40.0,27.0,43.0,77.0,0.3,25.0,5.0
2019-04-12 22:00:00,16.0,0.1,2.0,33.0,23.0,37.0,69.0,0.3,13.0,5.0
2019-04-12 23:00:00,17.0,0.2,2.0,42.0,25.0,45.0,58.0,0.3,3.0,6.0
2019-04-13 00:00:00,15.0,0.1,2.0,44.0,22.0,47.0,47.0,0.4,327.0,5.0
2019-04-13 01:00:00,15.0,0.1,2.0,33.0,20.0,36.0,41.0,0.3,315.0,5.0
2019-04-13 02:00:00,17.0,0.1,2.0,24.0,24.0,27.0,43.0,1.0,234.0,5.0
2019-04-13 03:00:00,15.0,0.1,2.0,19.0,22.0,22.0,49.0,0.9,260.0,5.0
2019-04-13 04:00:00,14.0,0.1,2.0,20.0,21.0,22.0,46.0,0.3,223.0,6.0
2019-04-13 05:00:00,16.0,0.2,2.0,24.0,24.0,27.0,43.0,0.2,245.0,6.0
2019-04-13 06:00:00,18.0,0.2,2.0,38.0,34.0,41.0,28.0,0.3,233.0,6.0
2019-04-13 07:00:00,18.0,0.2,2.0,34.0,23.0,37.0,45.0,0.6,281.0,7.0
2019-04-13 08:00:00,19.0,0.2,3.0,36.0,27.0,40.0,49.0,0.4,333.0,6.0
2019-04-13 09:00:00,18.0,0.1,2.0,29.0,26.0,32.0,67.0,0.2,55.0,4.0
2019-04-13 10:00:00,16.0,0.1,2.0,16.0,22.0,19.0,96.0,1.4,91.0,5.0
2019-04-13 11:00:00,16.0,0.1,2.0,9.0,20.0,12.0,112.0,2.2,86.0,6.0
2019-04-13 12:00:00,15.0,0.1,2.0,14.0,20.0,17.0,121.0,2.6,87.0,6.0
2019-04-13 13:00:00,16.0,0.1,2.0,13.0,19.0,16.0,121.0,3.0,102.0,7.0
2019-04-13 14:00:00,14.0,0.1,3.0,32.0,19.0,36.0,105.0,2.5,111.0,7.0
2019-04-13 15:00:00,12.0,0.1,2.0,30.0,17.0,34.0,109.0,2.7,118.0,6.0
2019-04-13 16:00:00,12.0,0.1,3.0,25.0,16.0,29.0,115.0,3.0,115.0,9.0
2019-04-13 17:00:00,14.0,0.1,2.0,19.0,18.0,22.0,112.0,1.6,130.0,5.0
2019-04-13 18:00:00,15.0,0.1,2.0,17.0,19.0,20.0,111.0,0.7,178.0,5.0
2019-04-13 19:00:00,17.0,0.1,2.0,39.0,23.0,42.0,92.0,0.2,129.0,6.0
2019-04-13 20:00:00,19.0,0.1,2.0,43.0,25.0,46.0,82.0,0.1,142.0,5.0
2019-04-13 21:00:00,27.0,0.2,2.0,63.0,41.0,65.0,63.0,0.2,21.0,4.0
2019-04-13 22:00:00,28.0,0.2,2.0,48.0,37.0,51.0,67.0,0.3,3.0,5.0
2019-04-13 23:00:00,30.0,0.2,2.0,64.0,38.0,67.0,33.0,0.2,307.0,4.0
2019-04-14 00:00:00,27.0,0.2,2.0,54.0,35.0,56.0,42.0,0.2,310.0,4.0
2019-04-14 01:00:00,21.0,0.1,2.0,31.0,27.0,34.0,49.0,0.6,241.0,4.0
2019-04-14 02:00:00,21.0,0.1,2.0,22.0,27.0,25.0,52.0,1.3,233.0,3.0
2019-04-14 03:00:00,16.0,0.1,2.0,23.0,21.0,26.0,50.0,0.5,259.0,3.0
2019-04-14 04:00:00,16.0,0.1,2.0,21.0,23.0,24.0,54.0,0.3,235.0,4.0
2019-04-14 05:00:00,13.0,0.1,2.0,21.0,18.0,24.0,63.0,0.2,340.0,4.0
2019-04-14 06:00:00,11.0,0.2,2.0,25.0,20.0,28.0,56.0,0.2,250.0,5.0
2019-04-14 07:00:00,11.0,0.1,2.0,30.0,23.0,33.0,54.0,0.9,246.0,5.0
2019-04-14 08:00:00,11.0,0.1,2.0,29.0,26.0,32.0,62.0,1.0,250.0,4.0
2019-04-14 09:00:00,9.0,0.1,2.0,23.0,21.0,26.0,73.0,0.6,254.0,4.0
2019-04-14 10:00:00,8.0,0.1,2.0,26.0,17.0,29.0,86.0,0.2,266.0,4.0
2019-04-14 11:00:00,6.0,0.1,2.0,10.0,12.0,13.0,108.0,0.9,226.0,4.0
2019-04-14 12:00:00,5.0,0.1,2.0,7.0,13.0,10.0,114.0,1.0,228.0,4.0
2019-04-14 13:00:00,5.0,0.1,2.0,9.0,14.0,12.0,117.0,2.6,232.0,3.0
2019-04-14 14:00:00,5.0,0.1,2.0,9.0,12.0,12.0,113.0,1.6,254.0,3.0
2019-04-14 15:00:00,4.0,0.1,2.0,8.0,9.0,11.0,114.0,2.3,234.0,4.0
2019-04-14 16:00:00,6.0,0.1,2.0,31.0,14.0,34.0,95.0,1.4,119.0,7.0
2019-04-14 17:00:00,8.0,0.1,2.0,26.0,25.0,29.0,117.0,1.3,195.0,5.0
2019-04-14 18:00:00,7.0,0.1,2.0,10.0,15.0,12.0,125.0,1.1,212.0,4.0
2019-04-14 19:00:00,9.0,0.1,2.0,23.0,25.0,25.0,83.0,0.7,221.0,4.0
2019-04-14 20:00:00,17.0,0.1,2.0,18.0,34.0,21.0,121.0,4.0,52.0,4.0
2019-04-14 21:00:00,18.0,0.1,2.0,13.0,23.0,16.0,123.0,3.5,56.0,5.0
2019-04-14 22:00:00,19.0,0.1,2.0,12.0,24.0,15.0,124.0,3.3,51.0,5.0
2019-04-14 23:00:00,19.0,0.1,2.0,12.0,24.0,15.0,115.0,2.2,54.0,5.0
2019-04-15 00:00:00,20.0,0.1,2.0,10.0,24.0,12.0,111.0,1.0,56.0,6.0
2019-04-15 01:00:00,19.0,0.1,2.0,7.0,23.0,10.0,110.0,1.2,59.0,6.0
2019-04-15 02:00:00,21.0,0.1,2.0,7.0,26.0,10.0,108.0,1.8,55.0,6.0
2019-04-15 03:00:00,23.0,0.1,2.0,7.0,28.0,9.0,107.0,3.1,53.0,6.0
2019-04-15 04:00:00,24.0,0.1,2.0,7.0,29.0,10.0,108.0,4.5,55.0,5.0
2019-04-15 05:00:00,30.0,0.1,2.0,14.0,37.0,17.0,82.0,2.8,53.0,6.0
2019-04-15 06:00:00,31.0,0.1,2.0,27.0,38.0,30.0,70.0,3.3,52.0,6.0
2019-04-15 07:00:00,36.0,0.1,2.0,45.0,50.0,48.0,39.0,1.0,52.0,6.0
2019-04-15 08:00:00,30.0,0.1,2.0,39.0,42.0,42.0,59.0,1.1,51.0,6.0
2019-04-15 09:00:00,22.0,0.1,2.0,26.0,37.0,29.0,88.0,3.6,56.0,4.0
2019-04-15 10:00:00,16.0,0.1,2.0,14.0,28.0,17.0,108.0,3.7,60.0,4.0
2019-04-15 11:00:00,17.0,0.1,2.0,12.0,30.0,15.0,111.0,4.2,60.0,4.0
2019-04-15 12:00:00,19.0,0.1,2.0,14.0,38.0,16.0,106.0,3.9,60.0,4.0
2019-04-15 13:00:00,19.0,0.1,2.0,11.0,43.0,14.0,114.0,4.7,60.0,4.0
2019-04-15 14:00:00,17.0,0.1,2.0,9.0,35.0,11.0,115.0,4.2,69.0,4.0
2019-04-15 15:00:00,16.0,0.1,2.0,9.0,26.0,12.0,112.0,4.3,66.0,3.0
2019-04-15 16:00:00,14.0,0.1,2.0,7.0,24.0,10.0,117.0,4.2,75.0,4.0
2019-04-15 17:00:00,14.0,0.1,2.0,9.0,21.0,12.0,111.0,3.5,72.0,4.0
2019-04-15 18:00:00,15.0,0.1,2.0,11.0,23.0,14.0,107.0,3.0,58.0,3.0
2019-04-15 19:00:00,17.0,0.1,2.0,13.0,22.0,16.0,104.0,3.2,58.0,3.0
2019-04-15 20:00:00,17.0,0.1,2.0,14.0,22.0,17.0,107.0,2.6,56.0,3.0
2019-04-15 21:00:00,16.0,0.1,2.0,11.0,22.0,14.0,108.0,2.1,56.0,3.0
2019-04-15 22:00:00,19.0,0.1,2.0,10.0,25.0,13.0,101.0,1.6,51.0,3.0
2019-04-15 23:00:00,20.0,0.1,2.0,13.0,27.0,16.0,91.0,0.7,37.0,4.0
2019-04-16 00:00:00,16.0,0.1,2.0,8.0,22.0,11.0,100.0,0.3,22.0,4.0
2019-04-16 01:00:00,17.0,0.1,2.0,7.0,23.0,10.0,94.0,0.1,338.0,4.0
2019-04-16 02:00:00,19.0,0.1,2.0,11.0,26.0,13.0,76.0,0.2,272.0,5.0
2019-04-16 03:00:00,21.0,0.1,2.0,14.0,27.0,17.0,71.0,0.3,232.0,3.0
2019-04-16 04:00:00,23.0,0.1,2.0,18.0,29.0,21.0,50.0,0.2,216.0,4.0
2019-04-16 05:00:00,24.0,0.1,2.0,23.0,32.0,26.0,42.0,0.2,24.0,3.0
2019-04-16 06:00:00,35.0,0.1,6.0,50.0,48.0,59.0,15.0,0.6,49.0,3.0
2019-04-16 07:00:00,39.0,0.1,6.0,55.0,57.0,65.0,25.0,0.7,53.0,4.0
2019-04-16 08:00:00,27.0,0.1,4.0,38.0,45.0,44.0,61.0,1.6,58.0,4.0
2019-04-16 09:00:00,23.0,0.1,2.0,23.0,33.0,26.0,77.0,2.7,57.0,5.0
2019-04-16 10:00:00,19.0,0.1,2.0,12.0,26.0,15.0,97.0,3.8,80.0,5.0
2019-04-16 11:00:00,19.0,0.1,2.0,7.0,25.0,10.0,107.0,3.6,86.0,5.0
2019-04-16 12:00:00,17.0,0.1,2.0,8.0,21.0,11.0,110.0,3.7,102.0,5.0
2019-04-16 13:00:00,17.0,0.1,2.0,7.0,21.0,10.0,114.0,3.7,83.0,6.0
2019-04-16 14:00:00,17.0,0.1,2.0,5.0,21.0,8.0,116.0,4.0,85.0,4.0
2019-04-16 15:00:00,16.0,0.1,2.0,5.0,19.0,8.0,110.0,3.1,79.0,4.0
2019-04-16 16:00:00,16.0,0.1,2.0,6.0,21.0,9.0,110.0,3.0,77.0,4.0
2019-04-16 17:00:00,19.0,0.1,2.0,7.0,23.0,10.0,122.0,2.7,85.0,4.0
2019-04-16 18:00:00,19.0,0.1,2.0,12.0,24.0,15.0,116.0,2.6,86.0,4.0
2019-04-16 19:00:00,19.0,0.1,2.0,9.0,24.0,12.0,115.0,2.5,86.0,5.0
2019-04-16 20:00:00,20.0,0.1,2.0,10.0,25.0,14.0,109.0,1.9,81.0,4.0
2019-04-16 21:00:00,19.0,0.1,2.0,10.0,24.0,13.0,107.0,1.2,70.0,3.0
2019-04-16 22:00:00,16.0,0.1,2.0,6.0,20.0,8.0,106.0,1.4,73.0,3.0
2019-04-16 23:00:00,15.0,0.1,2.0,4.0,20.0,7.0,105.0,1.2,58.0,3.0
2019-04-17 00:00:00,22.0,0.1,2.0,6.0,28.0,9.0,95.0,0.4,45.0,3.0
2019-04-17 01:00:00,31.0,0.1,2.0,13.0,39.0,16.0,74.0,0.3,34.0,3.0
2019-04-17 02:00:00,24.0,0.1,2.0,16.0,30.0,18.0,81.0,0.4,45.0,4.0
2019-04-17 03:00:00,23.0,0.1,2.0,10.0,28.0,13.0,84.0,0.5,40.0,3.0
2019-04-17 04:00:00,24.0,0.1,2.0,10.0,29.0,13.0,82.0,0.4,39.0,3.0
2019-04-17 05:00:00,22.0,0.1,2.0,15.0,27.0,18.0,71.0,0.4,48.0,3.0
2019-04-17 06:00:00,21.0,0.1,2.0,25.0,29.0,28.0,58.0,0.2,28.0,3.0
2019-04-17 07:00:00,20.0,0.1,2.0,43.0,32.0,45.0,44.0,0.4,46.0,3.0
2019-04-17 08:00:00,17.0,0.1,2.0,37.0,30.0,40.0,61.0,1.5,54.0,3.0
2019-04-17 09:00:00,18.0,0.1,2.0,19.0,27.0,22.0,76.0,2.0,54.0,5.0
2019-04-17 10:00:00,14.0,0.1,2.0,12.0,24.0,15.0,92.0,3.4,60.0,5.0
2019-04-17 11:00:00,14.0,0.1,2.0,8.0,24.0,11.0,101.0,4.1,67.0,5.0
2019-04-17 12:00:00,15.0,0.1,2.0,9.0,24.0,12.0,103.0,4.2,76.0,4.0
2019-04-17 13:00:00,10.0,0.1,2.0,5.0,14.0,8.0,109.0,4.7,89.0,4.0
2019-04-17 14:00:00,10.0,0.1,2.0,5.0,13.0,7.0,101.0,4.2,86.0,4.0
2019-04-17 15:00:00,11.0,0.1,2.0,5.0,13.0,8.0,106.0,4.2,84.0,4.0
2019-04-17 16:00:00,11.0,0.1,2.0,5.0,14.0,8.0,110.0,3.7,85.0,4.0
2019-04-17 17:00:00,11.0,0.1,2.0,6.0,14.0,9.0,108.0,3.8,92.0,4.0
2019-04-17 18:00:00,12.0,0.1,2.0,13.0,15.0,16.0,96.0,2.9,89.0,4.0
2019-04-17 19:00:00,13.0,0.1,2.0,8.0,16.0,11.0,106.0,2.6,88.0,4.0
2019-04-17 20:00:00,16.0,0.1,2.0,10.0,20.0,13.0,99.0,2.0,70.0,4.0
2019-04-17 21:00:00,16.0,0.1,2.0,9.0,20.0,11.0,101.0,2.3,67.0,3.0
2019-04-17 22:00:00,14.0,0.1,2.0,6.0,17.0,9.0,101.0,2.0,60.0,3.0
2019-04-17 23:00:00,17.0,0.1,2.0,6.0,21.0,9.0,92.0,2.2,49.0,3.0
2019-04-18 00:00:00,20.0,0.1,2.0,13.0,24.0,16.0,78.0,0.4,32.0,3.0
2019-04-18 01:00:00,23.0,0.1,2.0,10.0,27.0,13.0,73.0,0.5,39.0,3.0
2019-04-18 02:00:00,24.0,0.1,2.0,9.0,27.0,12.0,71.0,0.3,336.0,3.0
2019-04-18 03:00:00,25.0,0.1,2.0,8.0,29.0,11.0,75.0,0.4,20.0,3.0
2019-04-18 04:00:00,29.0,0.1,2.0,14.0,36.0,17.0,65.0,0.6,55.0,3.0
2019-04-18 05:00:00,21.0,0.1,2.0,13.0,28.0,16.0,80.0,3.1,54.0,3.0
2019-04-18 06:00:00,20.0,0.1,2.0,11.0,29.0,14.0,90.0,5.9,57.0,3.0
2019-04-18 07:00:00,20.0,0.1,2.0,7.0,28.0,10.0,96.0,6.8,59.0,3.0
2019-04-18 08:00:00,20.0,0.1,2.0,7.0,30.0,10.0,93.0,7.3,61.0,3.0
2019-04-18 09:00:00,19.0,0.1,2.0,8.0,27.0,11.0,91.0,6.4,59.0,4.0
2019-04-18 10:00:00,18.0,0.1,2.0,10.0,26.0,13.0,91.0,6.1,61.0,3.0
2019-04-18 11:00:00,19.0,0.1,2.0,11.0,27.0,13.0,94.0,6.5,55.0,3.0
2019-04-18 12:00:00,21.0,0.1,2.0,11.0,31.0,14.0,96.0,7.1,57.0,3.0
2019-04-18 13:00:00,21.0,0.1,2.0,11.0,27.0,13.0,98.0,7.0,57.0,3.0
2019-04-18 14:00:00,18.0,0.1,2.0,9.0,21.0,12.0,93.0,7.1,56.0,3.0
2019-04-18 15:00:00,17.0,0.1,2.0,7.0,19.0,11.0,93.0,7.9,55.0,3.0
2019-04-18 16:00:00,15.0,0.1,2.0,7.0,18.0,10.0,91.0,7.7,58.0,3.0
2019-04-18 17:00:00,15.0,0.1,2.0,7.0,17.0,10.0,87.0,7.3,60.0,3.0
2019-04-18 18:00:00,15.0,0.1,2.0,7.0,17.0,10.0,84.0,6.4,61.0,3.0
2019-04-18 19:00:00,16.0,0.1,2.0,6.0,19.0,9.0,82.0,5.2,65.0,3.0
2019-04-18 20:00:00,19.0,0.1,2.0,6.0,23.0,9.0,80.0,3.2,78.0,3.0
2019-04-18 21:00:00,6.0,0.1,2.0,13.0,8.0,16.0,75.0,1.9,358.0,3.0
2019-04-18 22:00:00,7.0,0.1,2.0,14.0,9.0,17.0,59.0,0.9,260.0,3.0
2019-04-18 23:00:00,11.0,0.1,2.0,18.0,14.0,20.0,48.0,1.3,234.0,3.0
2019-04-19 00:00:00,10.0,0.1,2.0,12.0,12.0,15.0,53.0,0.7,284.0,3.0
2019-04-19 01:00:00,12.0,0.1,2.0,15.0,14.0,18.0,47.0,0.2,300.0,3.0
2019-04-19 02:00:00,15.0,0.1,2.0,19.0,17.0,22.0,34.0,0.4,278.0,3.0
2019-04-19 03:00:00,10.0,0.1,2.0,16.0,11.0,18.0,41.0,0.5,251.0,3.0
2019-04-19 04:00:00,5.0,0.1,2.0,9.0,6.0,12.0,59.0,0.2,274.0,3.0
2019-04-19 05:00:00,7.0,0.1,2.0,9.0,8.0,12.0,52.0,0.2,251.0,3.0
2019-04-19 06:00:00,5.0,0.1,2.0,15.0,6.0,18.0,50.0,0.2,264.0,3.0
2019-04-19 07:00:00,5.0,0.1,2.0,16.0,6.0,19.0,63.0,0.5,310.0,4.0
2019-04-19 08:00:00,10.0,0.1,2.0,19.0,13.0,22.0,64.0,1.0,357.0,4.0
2019-04-19 09:00:00,10.0,0.1,2.0,7.0,10.0,10.0,81.0,4.9,78.0,5.0
2019-04-19 10:00:00,20.0,0.1,2.0,6.0,24.0,9.0,89.0,5.7,81.0,5.0
2019-04-19 11:00:00,20.0,0.1,2.0,9.0,23.0,11.0,83.0,6.1,72.0,5.0
2019-04-19 12:00:00,14.0,0.1,2.0,9.0,16.0,12.0,82.0,6.7,66.0,5.0
2019-04-19 13:00:00,13.0,0.1,2.0,6.0,15.0,9.0,86.0,7.5,58.0,5.0
2019-04-19 14:00:00,15.0,0.1,2.0,5.0,16.0,8.0,94.0,8.9,60.0,5.0
2019-04-19 15:00:00,18.0,0.1,2.0,6.0,21.0,8.0,95.0,8.8,59.0,5.0
2019-04-19 16:00:00,21.0,0.1,2.0,6.0,25.0,9.0,94.0,7.2,62.0,5.0
2019-04-19 17:00:00,22.0,0.1,2.0,6.0,26.0,9.0,98.0,9.6,57.0,5.0
2019-04-19 18:00:00,24.0,0.1,2.0,7.0,29.0,10.0,98.0,8.5,57.0,5.0
2019-04-19 19:00:00,25.0,0.1,2.0,8.0,31.0,10.0,100.0,8.7,58.0,4.0
2019-04-19 20:00:00,28.0,0.1,2.0,7.0,33.0,10.0,106.0,8.6,55.0,5.0
2019-04-19 21:00:00,27.0,0.1,2.0,6.0,32.0,9.0,110.0,9.2,56.0,4.0
2019-04-19 22:00:00,25.0,0.1,2.0,5.0,30.0,8.0,114.0,9.3,56.0,3.0
2019-04-19 23:00:00,25.0,0.1,2.0,5.0,30.0,8.0,112.0,8.2,59.0,3.0
2019-04-20 00:00:00,25.0,0.1,2.0,5.0,32.0,8.0,117.0,8.3,57.0,3.0
2019-04-20 01:00:00,25.0,0.1,2.0,3.0,33.0,6.0,122.0,9.4,55.0,3.0
2019-04-20 02:00:00,25.0,0.1,2.0,3.0,31.0,6.0,120.0,10.2,53.0,3.0
2019-04-20 03:00:00,24.0,0.1,2.0,3.0,32.0,6.0,122.0,10.7,56.0,3.0
2019-04-20 04:00:00,25.0,0.1,2.0,3.0,34.0,6.0,120.0,9.1,64.0,3.0
2019-04-20 05:00:00,24.0,0.1,2.0,4.0,33.0,7.0,119.0,9.3,59.0,3.0
2019-04-20 06:00:00,25.0,0.1,2.0,5.0,38.0,8.0,120.0,10.7,56.0,3.0
2019-04-20 07:00:00,26.0,0.1,2.0,5.0,39.0,8.0,119.0,11.2,56.0,3.0
2019-04-20 08:00:00,25.0,0.1,2.0,6.0,35.0,9.0,119.0,10.9,58.0,3.0
2019-04-20 09:00:00,25.0,0.1,2.0,8.0,33.0,10.0,116.0,9.3,60.0,3.0
2019-04-20 10:00:00,27.0,0.1,2.0,7.0,32.0,10.0,119.0,10.2,53.0,3.0
2019-04-20 11:00:00,27.0,0.1,2.0,7.0,33.0,10.0,117.0,9.6,54.0,3.0
2019-04-20 12:00:00,26.0,0.1,2.0,10.0,33.0,13.0,111.0,7.7,60.0,3.0
2019-04-20 13:00:00,25.0,0.1,2.0,9.0,31.0,12.0,112.0,8.8,52.0,3.0
2019-04-20 14:00:00,26.0,0.1,2.0,8.0,32.0,10.0,112.0,7.6,55.0,3.0
2019-04-20 15:00:00,23.0,0.1,2.0,9.0,32.0,12.0,107.0,7.0,53.0,3.0
2019-04-20 16:00:00,24.0,0.1,2.0,11.0,39.0,14.0,106.0,6.6,54.0,3.0
2019-04-20 17:00:00,26.0,0.1,2.0,14.0,48.0,17.0,101.0,5.3,51.0,3.0
2019-04-20 18:00:00,25.0,0.1,2.0,10.0,46.0,13.0,117.0,6.7,54.0,3.0
2019-04-20 19:00:00,25.0,0.1,2.0,11.0,46.0,14.0,115.0,7.5,53.0,3.0
2019-04-20 20:00:00,25.0,0.1,2.0,8.0,41.0,11.0,118.0,7.0,52.0,3.0
2019-04-20 21:00:00,24.0,0.1,2.0,12.0,46.0,15.0,104.0,4.8,53.0,5.0
2019-04-20 22:00:00,21.0,0.1,2.0,8.0,40.0,10.0,118.0,6.7,53.0,6.0
2019-04-20 23:00:00,20.0,0.1,2.0,5.0,35.0,8.0,121.0,7.3,54.0,6.0
2019-04-21 00:00:00,23.0,0.1,2.0,8.0,45.0,11.0,105.0,3.9,55.0,7.0
2019-04-21 01:00:00,21.0,0.1,2.0,12.0,40.0,15.0,103.0,3.4,55.0,6.0
2019-04-21 02:00:00,17.0,0.1,2.0,7.0,29.0,10.0,108.0,2.6,57.0,6.0
2019-04-21 03:00:00,22.0,0.1,2.0,7.0,43.0,10.0,109.0,3.3,54.0,6.0
2019-04-21 04:00:00,22.0,0.1,2.0,7.0,44.0,9.0,108.0,3.4,56.0,6.0
2019-04-21 05:00:00,18.0,0.1,2.0,4.0,34.0,7.0,114.0,5.0,55.0,6.0
2019-04-21 06:00:00,19.0,0.1,2.0,6.0,35.0,9.0,105.0,4.1,54.0,6.0
2019-04-21 07:00:00,21.0,0.1,2.0,11.0,41.0,14.0,101.0,4.3,51.0,6.0
2019-04-21 08:00:00,19.0,0.1,2.0,6.0,34.0,8.0,111.0,6.5,51.0,6.0
2019-04-21 09:00:00,20.0,0.1,2.0,5.0,32.0,8.0,110.0,7.5,54.0,5.0
2019-04-21 10:00:00,19.0,0.1,2.0,7.0,21.0,9.0,95.0,5.4,55.0,5.0
2019-04-21 11:00:00,21.0,0.1,2.0,11.0,29.0,14.0,87.0,3.1,57.0,6.0
2019-04-21 12:00:00,22.0,0.1,2.0,9.0,33.0,12.0,108.0,7.7,55.0,5.0
2019-04-21 13:00:00,25.0,0.1,2.0,8.0,35.0,11.0,111.0,7.8,53.0,6.0
2019-04-21 14:00:00,26.0,0.1,2.0,6.0,34.0,9.0,113.0,7.0,54.0,6.0
2019-04-21 15:00:00,25.0,0.1,2.0,6.0,36.0,9.0,112.0,6.6,54.0,6.0
2019-04-21 16:00:00,24.0,0.1,2.0,6.0,34.0,9.0,115.0,6.9,56.0,6.0
2019-04-21 17:00:00,24.0,0.1,2.0,6.0,35.0,9.0,114.0,7.5,55.0,6.0
2019-04-21 18:00:00,20.0,0.1,2.0,6.0,23.0,9.0,110.0,9.5,55.0,6.0
2019-04-21 19:00:00,23.0,0.1,2.0,6.0,28.0,9.0,104.0,7.0,55.0,5.0
2019-04-21 20:00:00,23.0,0.1,2.0,5.0,29.0,8.0,111.0,8.7,53.0,6.0
2019-04-21 21:00:00,21.0,0.1,2.0,4.0,24.0,7.0,105.0,8.2,53.0,4.0
2019-04-21 22:00:00,18.0,0.1,2.0,5.0,20.0,8.0,93.0,1.8,54.0,5.0
2019-04-21 23:00:00,20.0,0.1,2.0,6.0,26.0,9.0,87.0,1.1,52.0,5.0
2019-04-22 00:00:00,30.0,0.1,2.0,12.0,44.0,15.0,78.0,1.1,53.0,4.0
2019-04-22 01:00:00,25.0,0.1,2.0,7.0,35.0,10.0,96.0,2.4,32.0,3.0
2019-04-22 02:00:00,23.0,0.1,2.0,8.0,33.0,11.0,83.0,0.5,354.0,4.0
2019-04-22 03:00:00,22.0,0.1,2.0,10.0,33.0,13.0,75.0,0.3,319.0,4.0
2019-04-22 04:00:00,22.0,0.1,2.0,10.0,33.0,13.0,66.0,0.5,7.0,3.0
2019-04-22 05:00:00,26.0,0.1,2.0,6.0,40.0,9.0,108.0,2.3,55.0,4.0
2019-04-22 06:00:00,26.0,0.1,2.0,11.0,41.0,14.0,83.0,0.6,24.0,4.0
2019-04-22 07:00:00,24.0,0.1,2.0,16.0,37.0,19.0,67.0,0.5,51.0,4.0
2019-04-22 08:00:00,28.0,0.1,2.0,20.0,49.0,23.0,60.0,0.2,10.0,4.0
2019-04-22 09:00:00,30.0,0.1,2.0,26.0,45.0,29.0,52.0,0.2,357.0,3.0
2019-04-22 10:00:00,30.0,0.1,2.0,29.0,40.0,32.0,45.0,0.3,241.0,4.0
2019-04-22 11:00:00,26.0,0.1,2.0,35.0,29.0,38.0,39.0,0.7,242.0,3.0
2019-04-22 12:00:00,27.0,0.1,2.0,35.0,29.0,38.0,31.0,0.3,268.0,3.0
2019-04-22 13:00:00,25.0,0.1,4.0,32.0,28.0,37.0,38.0,0.6,293.0,3.0
2019-04-22 14:00:00,22.0,0.1,2.0,21.0,25.0,24.0,49.0,0.3,314.0,3.0
2019-04-22 15:00:00,20.0,0.1,2.0,21.0,24.0,24.0,58.0,0.2,325.0,4.0
2019-04-22 16:00:00,21.0,0.1,2.0,37.0,30.0,40.0,34.0,0.6,114.0,4.0
